title,pr_number,user_facing_impact,category,decision,reason
[Main] [Patch] support balance scheduling patch (#5212),5212,[Main] [Patch] support balance scheduling patch,Features,Include,New feature
[Doc] Add new contributors and relative scripts. (#5070),5070,[Doc] Add new contributors and relative scripts.,Documentation,Include,Documentation update
[CustomOp] Register AscendApplyRotaryEmb CustomOp and remove related patch (#4667),4667,[CustomOp] Register AscendApplyRotaryEmb CustomOp and remove related patch,Others,Include,Miscellaneous
[Doc] fix docs set rope_theta value is 10e6 in qwen3-235b model (#5258),5258,[Doc] fix docs set rope_theta value is 10e6 in qwen3-235b model,Documentation,Include,Documentation update
[ModelRunner] Add hunyuan-vl basic support (#5151),5151,[ModelRunner] Add hunyuan-vl basic support,Highlights,Include,Model support
[KV-Sharing] Support KV-Sharing feature in CLA models (#4138),4138,[KV-Sharing] Support KV-Sharing feature in CLA models,Highlights,Include,Major feature
[EPLB][CI] Add dynamic EPLB CI for qwen3-moe (#5179),5179,[EPLB][CI] Add dynamic EPLB CI for qwen3-moe,Ignore,Ignore,Internal/CI/test change
[CI] Add Triton Ascend in CI (#4921),4921,[CI] Add Triton Ascend in CI,Ignore,Ignore,Internal/CI/test change
[CI]refactor: standardize test case naming convention (#5243),5243,[CI]refactor: standardize test case naming convention,Ignore,Ignore,Internal/CI/test change
[test]Corrected the Qwen3-Omni-30B-A3B-Instruct accuracy test configuration in nightly tests. (#5195),5195,[test]Corrected the Qwen3-Omni-30B-A3B-Instruct accuracy test configuration in nightly tests.,Hardware and Operator Support,Include,Operator/hardware support
[main][Refactor] Remove `with_prefill` parameter from `set_ascend_forward_context` (#5094),5094,[main][Refactor] Remove `with_prefill` parameter from `set_ascend_forward_context`,Ignore,Ignore,Internal/CI/test change
[Doc] Added deploying on k8s with kthena (#4674),4674,[Doc] Added deploying on k8s with kthena,Documentation,Include,Documentation update
[CI] Mock spawn for vlm tests (#5279),5279,[CI] Mock spawn for vlm tests,Ignore,Ignore,Internal/CI/test change
[CI] refect e2e ci test (#5246),5246,[CI] refect e2e ci test,Ignore,Ignore,Internal/CI/test change
[Refactor][MoE] Reuse vLLM's all_reduce logic (#5189),5189,[Refactor][MoE] Reuse vLLM's all_reduce logic,Ignore,Ignore,Internal/CI/test change
[Bugfix] quick fix balance scheduling patch (#5281),5281,[Bugfix] quick fix balance scheduling patch,Others,Include,Bug fix
update to vllm 12-19 (#5223),5223,update to vllm 12-19,Others,Include,Miscellaneous
fix transformer version to 4.57.3 (#5250),5250,fix transformer version to 4.57.3,Others,Include,Miscellaneous
[Refactor]5/N Extract common code of mla_v1.py & extract mla_cp (#5097),5097,[Refactor]5/N Extract common code of mla_v1.py & extract mla_cp,Ignore,Ignore,Internal/CI/test change
[CI] Add skipped testcases. (#5254),5254,[CI] Add skipped testcases.,Ignore,Ignore,Internal/CI/test change
[E2E] Optimize e2e test. (#5091),5091,[E2E] Optimize e2e test.,Performance,Include,Performance optimization
[bugfix] remove the EP buffer allocation introduced by fused-op dispatch_ffn_c… (#5284),5284,[bugfix] remove the EP buffer allocation introduced by fused-op dispatch_ffn_c…,Performance,Include,Operator fusion
[Doc] Add pa_shape_list description to qwen dense tutorial (#5225),5225,[Doc] Add pa_shape_list description to qwen dense tutorial,Documentation,Include,Documentation update
Update vllm pin to 12.24 (#5307),5307,Update vllm pin to 12.24,Others,Include,Miscellaneous
[CI] Skip some failed ops tests (#5309),5309,[CI] Skip some failed ops tests,Ignore,Ignore,Internal/CI/test change
[perf][bugfix] improve performance of rejection sampler and eliminate HD synchronize in TopKTopPSampler (#4154),4154,[perf][bugfix] improve performance of rejection sampler and eliminate HD synchronize in TopKTopPSampler,Highlights,Include,Major feature
[quantization] Add w8a16 quantization support (#4541),4541,[quantization] Add w8a16 quantization support,Features,Include,New feature
Cleanup uesless env (#5270),5270,Cleanup uesless env,Ignore,Ignore,Internal/CI/test change
Revert [KV-Sharing] Support KV-Sharing feature in CLA models (#4138) (#4138),4138,Revert [KV-Sharing] Support KV-Sharing feature in CLA models,Ignore,Ignore,Internal/CI/test change
[Kernel] add l2norm triton kernel (#4595),4595,[Kernel] add l2norm triton kernel,Hardware and Operator Support,Include,Operator/hardware support
Add MagicMTP(block verify) and Triton optimization (#4443),4443,Add MagicMTP(block verify) and Triton optimization,Highlights,Include,Major feature
[CI] add xlite e2e test (#5305),5305,[CI] add xlite e2e test,Ignore,Ignore,Internal/CI/test change
[E2E Refactor] Enable skipped e2e case (#5287),5287,[E2E Refactor] Enable skipped e2e case,Features,Include,New feature
[BugFix] Fix num_pcp_pads Assignment Issues (#5273),5273,[BugFix] Fix num_pcp_pads Assignment Issues,Highlights,Include,Major feature
[bugfix] fix Error 'ValueError: Duplicate layer name' (#5280),5280,[bugfix] fix Error 'ValueError: Duplicate layer name',Others,Include,Bug fix
Remove VLLM_ASCEND_ENABLE_DENSE_OPTIMIZE (#5272),5272,Remove VLLM_ASCEND_ENABLE_DENSE_OPTIMIZE,Performance,Include,Performance optimization
fix e2e rejection-sampler error (#5341),5341,fix e2e rejection-sampler error,Others,Include,Miscellaneous
[Bugfix] fix pcp 128K break (#5266),5266,[Bugfix] fix pcp 128K break,Highlights,Include,Major feature
[Bugfix] fix xlite decode-only e2e test (#5354),5354,[Bugfix] fix xlite decode-only e2e test,Ignore,Ignore,Internal/CI/test change
[doc] update using command (#5373),5373,[doc] update using command,Documentation,Include,Documentation update
[Bugfix] Fix Qwen P/D Disaggregation accuracy issue (#5340),5340,[Bugfix] Fix Qwen P/D Disaggregation accuracy issue,Others,Include,Bug fix
[CI] Skip failed test cases to recover CI (#5368),5368,[CI] Skip failed test cases to recover CI,Ignore,Ignore,Internal/CI/test change
[FIX] Update _causal_conv1d_update_kernel for Efficient Conv State Handling on NPU (#5322),5322,[FIX] Update _causal_conv1d_update_kernel for Efficient Conv State Handling on NPU,Hardware and Operator Support,Include,Operator/hardware support
[BugFix][Fusion] Patch compile backend to make fusion available (#5308),5308,[BugFix][Fusion] Patch compile backend to make fusion available,Performance,Include,Operator fusion
move contiguous in fused_sigmoid_gating_delta_rule_update to model_runner_v1 (#5274),5274,move contiguous in fused_sigmoid_gating_delta_rule_update to model_runner_v1,Performance,Include,Operator fusion
[Nightly] Initial logging for nightly multi-node testing (#5362),5362,[Nightly] Initial logging for nightly multi-node testing,Others,Include,Miscellaneous
Update vllm pin to 12.25 (#5342),5342,Update vllm pin to 12.25,Others,Include,Miscellaneous
cleanup ascend config (#5296),5296,cleanup ascend config,Ignore,Ignore,Internal/CI/test change
[E2E] Optimize the E2E test time. (#5294),5294,[E2E] Optimize the E2E test time.,Performance,Include,Performance optimization
"Revert ""Add MagicMTP(block verify) and Triton optimization (#4443)"" (#4443)",4443,"Revert ""Add MagicMTP(block verify) and Triton optimization",Ignore,Ignore,Internal/CI/test change
[doc]<PCP&DCP> add developer guide for PCP&DCP (#5372),5372,[doc]<PCP&DCP> add developer guide for PCP&DCP,Highlights,Include,Major feature
[Bugfix] Fix unsuitable moe_comm_type under ep=1 scenario (#5388),5388,[Bugfix] Fix unsuitable moe_comm_type under ep=1 scenario,Others,Include,Bug fix
[doc] Add context parallel user guide (#5358),5358,[doc] Add context parallel user guide,Highlights,Include,Major feature
[Doc] update R1/V3.1 doc (#5383),5383,[Doc] update R1/V3.1 doc,Documentation,Include,Documentation update
[Feature] Enhance all-reduce skipping logic for MoE models in NPUModelRunner (#5329),5329,[Feature] Enhance all-reduce skipping logic for MoE models in NPUModelRunner,Features,Include,New feature
[TEST]Add sending request with and without chat (#5286),5286,[TEST]Add sending request with and without chat,Ignore,Ignore,Internal/CI/test change
rollback causal_conv1d_fn to torch ops & update qwen3Next doc (#5391),5391,rollback causal_conv1d_fn to torch ops & update qwen3Next doc,Others,Include,Miscellaneous
[bugfix] Fix MHA model runtime error in aclgraph mode (#5397),5397,[bugfix] Fix MHA model runtime error in aclgraph mode,Highlights,Include,Major feature
[Feature] Remove the transpose step after attention and switch to transpose_batchmatmul (#5390),5390,[Feature] Remove the transpose step after attention and switch to transpose_batchmatmul,Features,Include,New feature
Update vllm pin to 12.26 (#5378),5378,Update vllm pin to 12.26,Others,Include,Miscellaneous
[CI] Add qwen-235b-a22b a2 multi-node test (#5393),5393,[CI] Add qwen-235b-a22b a2 multi-node test,Ignore,Ignore,Internal/CI/test change
[Build] Add installation script of fused_infer_attention_score kernel with flash decoding (#5402),5402,[Build] Add installation script of fused_infer_attention_score kernel with flash decoding,Performance,Include,Operator fusion
[Test] Add acceptance test for eagle/eagle3 (#5366),5366,[Test] Add acceptance test for eagle/eagle3,Highlights,Include,Major feature
[TEST]Add vllm bench (#5306),5306,[TEST]Add vllm bench,Others,Include,Miscellaneous
MLA prefill preformance optimization (#5275),5275,MLA prefill preformance optimization,Performance,Include,Performance optimization
"Revert ""MLA prefill preformance optimization (#5275)"" (#5275)",5275,"Revert ""MLA prefill preformance optimization",Ignore,Ignore,Internal/CI/test change
[Doc]add long sequence tutorials (#5364),5364,[Doc]add long sequence tutorials,Documentation,Include,Documentation update
[bugfix][main]KV Pool for KV Transfer in PD Disaggregation Scenarios (#5398),5398,[bugfix][main]KV Pool for KV Transfer in PD Disaggregation Scenarios,Highlights,Include,Major feature
[BugFix] Fix npu-cpu offloading interface change bug. (#5290),5290,[BugFix] Fix npu-cpu offloading interface change bug.,Others,Include,Bug fix
[Doc] modify pcp tutorials (#5411),5411,[Doc] modify pcp tutorials,Highlights,Include,Major feature
[bugfix] solve dp scenario Host-Device sync (#5298),5298,[bugfix] solve dp scenario Host-Device sync,Others,Include,Bug fix
[Doc] add long_sequence feature user guide (#5343),5343,[Doc] add long_sequence feature user guide,Documentation,Include,Documentation update
[Doc] delete environment variable HCCL_OP_EXPANSION_MODE in DeepSeekV3.1/R1 (#5419),5419,[Doc] delete environment variable HCCL_OP_EXPANSION_MODE in DeepSeekV3.1/R1,Documentation,Include,Documentation update
[feat] enable hierarchical mc2 ops on A2 by default (#5300),5300,[feat] enable hierarchical mc2 ops on A2 by default,Hardware and Operator Support,Include,Operator/hardware support
[doc] Update Qwen3-235B doc for reproducing latest performance (#5323),5323,[doc] Update Qwen3-235B doc for reproducing latest performance,Performance,Include,Performance optimization
[Bugfix] fix greedy temperature detection (#5417),5417,[Bugfix] fix greedy temperature detection,Others,Include,Bug fix
"Revert ""[feat] enable hierarchical mc2 ops on A2 by default (#5300)"" (#5300)",5300,"Revert ""[feat] enable hierarchical mc2 ops on A2 by default",Ignore,Ignore,Internal/CI/test change
[Doc] Modify DeepSeek-R1/V3.1 documentation (#5426),5426,[Doc] Modify DeepSeek-R1/V3.1 documentation,Documentation,Include,Model tutorial
[DOC]Fix model weight download links (#5436),5436,[DOC]Fix model weight download links,Documentation,Include,Documentation update
[Doc] Update DeepSeek V3.1/R1 2P1D doc (#5387),5387,[Doc] Update DeepSeek V3.1/R1 2P1D doc,Documentation,Include,Documentation update
[Misc] fast fail for exiting if tools/install_flash_infer_attention_score_ops_a2.sh (#5422),5422,[Misc] fast fail for exiting if tools/install_flash_infer_attention_score_ops_a2.sh,Hardware and Operator Support,Include,Operator/hardware support
[Doc]modify pcp tutorial doc (#5440),5440,[Doc]modify pcp tutorial doc,Highlights,Include,Major feature
[bugfix] fix typo of _skip_all_reduce_across_dp_group (#5435),5435,[bugfix] fix typo of _skip_all_reduce_across_dp_group,Others,Include,Bug fix
Fix nightly (#5413),5413,Fix nightly,Others,Include,Miscellaneous
[Bugfix] Correctly handle the output shape in multimodal attention (#5443),5443,[Bugfix] Correctly handle the output shape in multimodal attention,Others,Include,Bug fix
[ReleaseNote] Add release note for v0.13.0rc1 (#5334),5334,[ReleaseNote] Add release note for v0.13.0rc1,Others,Include,Miscellaneous
update vllm pin to 12.27 (#5412),5412,update vllm pin to 12.27,Others,Include,Miscellaneous
[Refactor] cache cos/sin in mla & remove parameter model in builder. (#5277),5277,[Refactor] cache cos/sin in mla & remove parameter model in builder.,Ignore,Ignore,Internal/CI/test change
[Refactor]6/N Extract common code of class AscendMLAImpl (#5314),5314,[Refactor]6/N Extract common code of class AscendMLAImpl,Ignore,Ignore,Internal/CI/test change
[EPLB][refactor] Modification of the initialization logic for expert_map and log2phy（depend on pr5285） (#5311),5311,[EPLB][refactor] Modification of the initialization logic for expert_map and log2phy（depend on pr5285）,Ignore,Ignore,Internal/CI/test change
[Feature] Support to use fullgraph with eagle (#5118),5118,[Feature] Support to use fullgraph with eagle,Highlights,Include,Major feature
Optimize some rejectsampler functions to make npu op launch non-blocking (#4587),4587,Optimize some rejectsampler functions to make npu op launch non-blocking,Performance,Include,Performance optimization
[feature] fia support sliding windows (#5239),5239,[feature] fia support sliding windows,Hardware and Operator Support,Include,Operator/hardware support
[Feature] support eager mode in model runner v2 (#5210),5210,[Feature] support eager mode in model runner v2,Features,Include,New feature
[Refactor][Triton] Move reject sample triton kernels into ops/triton (#5324),5324,[Refactor][Triton] Move reject sample triton kernels into ops/triton,Ignore,Ignore,Internal/CI/test change
[Refactor][EAGLE] 1/N delete __init__ in mtp_proposer (#5176),5176,[Refactor][EAGLE] 1/N delete __init__ in mtp_proposer,Ignore,Ignore,Internal/CI/test change
[OP] add custom op aclnnMoeInitRoutingCustom (#5251),5251,[OP] add custom op aclnnMoeInitRoutingCustom,Hardware and Operator Support,Include,Operator/hardware support
[Kernel]update csrc cmakelist for open-source cann (#5458),5458,[Kernel]update csrc cmakelist for open-source cann,Hardware and Operator Support,Include,Operator/hardware support
Update corresponding vllm commit ID to 12 29 (#5475),5475,Update corresponding vllm commit ID to 12 29,Others,Include,Miscellaneous
[refactor] refactor model runner capture model (#5230),5230,[refactor] refactor model runner capture model,Ignore,Ignore,Internal/CI/test change
moe_gating_top_k (#5271),5271,moe_gating_top_k,Others,Include,Miscellaneous
[CI]update triton ascend version (#5392),5392,[CI]update triton ascend version,Ignore,Ignore,Internal/CI/test change
[Doc] Fix issue link for 0.12.0 (#5500),5500,[Doc] Fix issue link for 0.12.0,Documentation,Include,Documentation update
"Revert ""moe_gating_top_k"" (#5512)",5512,"Revert ""moe_gating_top_k""",Ignore,Ignore,Internal/CI/test change
Docs: Remove deprecated --task parameter for embedding models (#5257),5257,Docs: Remove deprecated --task parameter for embedding models,Deprecation & Breaking Changes,Include,Breaking change
[1/N] Refactor nightly test structure (#5479),5479,[1/N] Refactor nightly test structure,Others,Include,Miscellaneous
[3/N][Nightly] Move ops tests to nightly (#5538),5538,[3/N][Nightly] Move ops tests to nightly,Others,Include,Miscellaneous
[Doc] Add new contributors. (#5537),5537,[Doc] Add new contributors.,Documentation,Include,Documentation update
[2/N] Upgrade nightly doc (#5534),5534,[2/N] Upgrade nightly doc,Others,Include,Miscellaneous
[smoke][bugfix] moe_init_routing_v2 active_expert_range use int type (#5521),5521,[smoke][bugfix] moe_init_routing_v2 active_expert_range use int type,Others,Include,Bug fix
[main][test] Refactor the mtp and eagle test case (#5326),5326,[main][test] Refactor the mtp and eagle test case,Highlights,Include,Major feature
[Feature] Refactor PCP &DCP related code (#5214),5214,[Feature] Refactor PCP &DCP related code,Highlights,Include,Major feature
[Main2Main] Upgrade vllm commit to 1230 (#5495),5495,[Main2Main] Upgrade vllm commit to 1230,Others,Include,Miscellaneous
[Bugfix] Fix mm_merge (#5249),5249,[Bugfix] Fix mm_merge,Others,Include,Bug fix
[feature] mooncake support pcp/dcp in common conditions (#5224),5224,[feature] mooncake support pcp/dcp in common conditions,Highlights,Include,Major feature
[Feature] Support kv nz feature for DeepSeek decode node in disagg-prefill scenario (#3072),3072,[Feature] Support kv nz feature for DeepSeek decode node in disagg-prefill scenario,Highlights,Include,Major feature
[Refactor] Formatting output types related to FuseMoE (#5481),5481,[Refactor] Formatting output types related to FuseMoE,Ignore,Ignore,Internal/CI/test change
[P/D] Improve the performance of Layerwise Connector (#5303),5303,[P/D] Improve the performance of Layerwise Connector,Performance,Include,Performance optimization
[Bugfix] fix the precision issues that may raise from the inter-layer reuse of the workspace in certain scenarios (#5522),5522,[Bugfix] fix the precision issues that may raise from the inter-layer reuse of the workspace in certain scenarios,Others,Include,Bug fix
[Model] Add LongCat-Flash (#3833),3833,[Model] Add LongCat-Flash,Highlights,Include,Model support
[Graph][Fusion] Add AddRMSNorm(with bias) (#5491),5491,[Graph][Fusion] Add AddRMSNorm(with bias),Performance,Include,Operator fusion
[P/D] Bugfix zmq send/receive failed (#5503),5503,[P/D] Bugfix zmq send/receive failed,Others,Include,Miscellaneous
[Nightly] Trigger image build for nightly (#5547),5547,[Nightly] Trigger image build for nightly,Others,Include,Miscellaneous
Bump actions/upload-artifact from 4 to 6 (#5466),5466,Bump actions/upload-artifact from 4 to 6,Ignore,Ignore,Internal/CI/test change
Bump actions/download-artifact from 4 to 7 (#5465),5465,Bump actions/download-artifact from 4 to 7,Ignore,Ignore,Internal/CI/test change
[CI] Add multi-nodes longseq configs of DeepSeek-R1-W8A8 & Qwen3-235B-W8A8 (#5381),5381,[CI] Add multi-nodes longseq configs of DeepSeek-R1-W8A8 & Qwen3-235B-W8A8,Ignore,Ignore,Internal/CI/test change
Cleanup pass config override (#5283),5283,Cleanup pass config override,Ignore,Ignore,Internal/CI/test change
[Doc] Fix spelling mistake of environment variable name ASCEND_RT_VISIBLE_DEVICES in Doc (#5570),5570,[Doc] Fix spelling mistake of environment variable name ASCEND_RT_VISIBLE_DEVICES in Doc,Documentation,Include,Documentation update
[Feat][main] Supported to use full-graph with Qwen3-Next-MTP (#5477),5477,[Feat][main] Supported to use full-graph with Qwen3-Next-MTP,Highlights,Include,Major feature
[Feat] enable hierarchical mc2 ops on A2 by default (#5545),5545,[Feat] enable hierarchical mc2 ops on A2 by default,Hardware and Operator Support,Include,Operator/hardware support
[CI] Move longseq Nightly CI (#5577),5577,[CI] Move longseq Nightly CI,Others,Include,Miscellaneous
[Perf][PCP][DCP] add multi-stream for GQA to enable computation-communication overlap (#5382),5382,[Perf][PCP][DCP] add multi-stream for GQA to enable computation-communication overlap,Highlights,Include,Major feature
[Recover] [Bugfix] support mtp kv transfer and pp partition by hand in kv transfer (#4892) (revert in #4981) (#4892),4892,[Recover] [Bugfix] support mtp kv transfer and pp partition by hand in kv transfer,Ignore,Ignore,Internal/CI/test change
[Doc] Fix typo in ASCEND_RT_VISIBLE_DEVICES (#5581),5581,[Doc] Fix typo in ASCEND_RT_VISIBLE_DEVICES,Documentation,Include,Documentation update
[bugfix](pcp) expand max_num_tokens for pcp pad (#5478),5478,[bugfix](pcp) expand max_num_tokens for pcp pad,Highlights,Include,Major feature
"[BugFix]Disable dispatch_gmm_combine_decode operator when mtp drafter model uses non-w8a8 while main model uses w8a8, or drafter model is eagle series (#5293)",5293,"[BugFix]Disable dispatch_gmm_combine_decode operator when mtp drafter model uses non-w8a8 while main model uses w8a8, or drafter model is eagle series",Highlights,Include,Major feature
[KVPOOL]decode save kvcache (#5168),5168,[KVPOOL]decode save kvcache,Others,Include,Miscellaneous
"[refactor](UT,PCP,DCP) refactor pcp&dcp patches in UTs (#5505)",5505,"[refactor](UT,PCP,DCP) refactor pcp&dcp patches in UTs",Ignore,Ignore,Internal/CI/test change
[Doc]modify the quantization user guide and add a quantization adaptation developer guide (#5554),5554,[Doc]modify the quantization user guide and add a quantization adaptation developer guide,Documentation,Include,Documentation update
[bugfix]update bishengir source envs (#5582),5582,[bugfix]update bishengir source envs,Others,Include,Bug fix
[Bugfix] Fix chunk prefill bug for long_sequence feature (#5444),5444,[Bugfix] Fix chunk prefill bug for long_sequence feature,Others,Include,Bug fix
[Bugfix] Fix weight transpose in RL scenarios (#5567),5567,[Bugfix] Fix weight transpose in RL scenarios,Others,Include,Bug fix
[Doc] update supported models (#5379),5379,[Doc] update supported models,Documentation,Include,Documentation update
[CI] skip xlite-decode-only e2e test (#5407),5407,[CI] skip xlite-decode-only e2e test,Ignore,Ignore,Internal/CI/test change
[Doc] eval-type not support service but server (#2920),2920,[Doc] eval-type not support service but server,Documentation,Include,Documentation update
MLA prefill preformance optimization (#5456),5456,MLA prefill preformance optimization,Performance,Include,Performance optimization
[Refactor][EAGLE] 2/N: load model and generate token (#5437),5437,[Refactor][EAGLE] 2/N: load model and generate token,Ignore,Ignore,Internal/CI/test change
[Bugfix] fix pcp + eplb error (#5561),5561,[Bugfix] fix pcp + eplb error,Highlights,Include,Major feature
[Doc] add new doc for mooncake: PD-Colocated cross-node multi-instance validation of Mooncake's KV Cache reuse and performance. (#5415),5415,[Doc] add new doc for mooncake: PD-Colocated cross-node multi-instance validation of Mooncake's KV Cache reuse and performance.,Highlights,Include,Major feature
[BugFix][kernel] fix matmul_allreduce_add_rmsnorm_kernel (#5335),5335,[BugFix][kernel] fix matmul_allreduce_add_rmsnorm_kernel,Hardware and Operator Support,Include,Operator/hardware support
feat: implement high-performance Triton kernels for rejection sampling: optimization for rejection_random_sample_kernel (#5259),5259,feat: implement high-performance Triton kernels for rejection sampling: optimization for rejection_random_sample_kernel,Hardware and Operator Support,Include,Operator/hardware support
[Feat][Spec] Optimize token index calculation in spec decode with Triton kernel (#5356),5356,[Feat][Spec] Optimize token index calculation in spec decode with Triton kernel,Hardware and Operator Support,Include,Operator/hardware support
[Refactor]7/N Extract common code to common_cp (#5490),5490,[Refactor]7/N Extract common code to common_cp,Ignore,Ignore,Internal/CI/test change
[BugFix][Fusion] Fix graph fusion failure problem (#5253),5253,[BugFix][Fusion] Fix graph fusion failure problem,Performance,Include,Operator fusion
Add the requirement of arctic-inference which  speculative decoding with suffix_decode (#5045),5045,Add the requirement of arctic-inference which  speculative decoding with suffix_decode,Highlights,Include,Major feature
[Doc] Add NNAL installation guide and requirements (#5235),5235,[Doc] Add NNAL installation guide and requirements,Documentation,Include,Documentation update
Docs: Add A3 Docker image guidance for Atlas A3 machines (#5256),5256,Docs: Add A3 Docker image guidance for Atlas A3 machines,Hardware and Operator Support,Include,Operator/hardware support
[CI] Download models from ms (#5405),5405,[CI] Download models from ms,Ignore,Ignore,Internal/CI/test change
[UT]add triton ops ut :  test_fused_qkvzba_split_reshape_cat (#5474),5474,[UT]add triton ops ut :  test_fused_qkvzba_split_reshape_cat,Ignore,Ignore,Internal/CI/test change
[bugfix] fix test_camem failed with triton-ascend (#5492),5492,[bugfix] fix test_camem failed with triton-ascend,Ignore,Ignore,Internal/CI/test change
[Bugfix] record cos and sin cache in AscendRotaryEmbedding (#5516),5516,[Bugfix] record cos and sin cache in AscendRotaryEmbedding,Others,Include,Bug fix
[P/D]Remove mooncake kvpool unused parameter `local_hostname` (#5574),5574,[P/D]Remove mooncake kvpool unused parameter `local_hostname`,Highlights,Include,Major feature
[CI] update triton-ascend version (#5584),5584,[CI] update triton-ascend version,Ignore,Ignore,Internal/CI/test change
[docs] Correct image about prefill phase of PCP (#5598),5598,[docs] Correct image about prefill phase of PCP,Highlights,Include,Major feature
[perf] Fix MLAPO weight disposal for KV-consumer MLA in PD-mix deploy... (#5192),5192,[perf] Fix MLAPO weight disposal for KV-consumer MLA in PD-mix deploy...,Hardware and Operator Support,Include,Operator/hardware support
[TRITON][TEST]Add nightly test for triton split_qkv_rmsnorm_rope (#5267),5267,[TRITON][TEST]Add nightly test for triton split_qkv_rmsnorm_rope,Hardware and Operator Support,Include,Operator/hardware support
"Revert ""[Feat] enable hierarchical mc2 ops on A2 by default (#5545)"" (#5545)",5545,"Revert ""[Feat] enable hierarchical mc2 ops on A2 by default",Ignore,Ignore,Internal/CI/test change
[BugFix] Fix Smoke Testing Bug for DSR1 longseq (#5613),5613,[BugFix] Fix Smoke Testing Bug for DSR1 longseq,Ignore,Ignore,Internal/CI/test change
[CI] mv ops to correct path (#5615),5615,[CI] mv ops to correct path,Ignore,Ignore,Internal/CI/test change
[Main2Main] Upgrade vllm commit to 0105 (#5595),5595,[Main2Main] Upgrade vllm commit to 0105,Others,Include,Miscellaneous
[UT][PCP&DCP] UT for block_table.py (#5032),5032,[UT][PCP&DCP] UT for block_table.py,Ignore,Ignore,Internal/CI/test change
[CI]update bisheng version (#5621),5621,[CI]update bisheng version,Ignore,Ignore,Internal/CI/test change
[Main2Main] Upgrade vllm commit to 0106 (#5617),5617,[Main2Main] Upgrade vllm commit to 0106,Others,Include,Miscellaneous
[CI] Specify the version of xlite (#5612),5612,[CI] Specify the version of xlite,Ignore,Ignore,Internal/CI/test change
[MM][Bugfix] Update `hf_config` to `hf_text_config` (#5319),5319,[MM][Bugfix] Update `hf_config` to `hf_text_config`,Others,Include,Bug fix
[Refactor][EAGLE] 3/N delete redundant methods in mtp_proposer (#5420),5420,[Refactor][EAGLE] 3/N delete redundant methods in mtp_proposer,Ignore,Ignore,Internal/CI/test change
Bugfix: Align expert map shapes with redundant experts in EPLB adjustment (#5285),5285,Bugfix: Align expert map shapes with redundant experts in EPLB adjustment,Highlights,Include,Major feature
[Bugfix] Remove swa parameter of fia (#5602),5602,[Bugfix] Remove swa parameter of fia,Hardware and Operator Support,Include,Operator/hardware support
[Nightly][Test] Add Qwen3-Next-80B-A3B-Instruct-W8A8 nightly test (#5616),5616,[Nightly][Test] Add Qwen3-Next-80B-A3B-Instruct-W8A8 nightly test,Highlights,Include,Model support
[Misc] Remove useless weight loader patch (#5619),5619,[Misc] Remove useless weight loader patch,Others,Include,Miscellaneous
[P/D] Performance enhancement of Layerwise connector in TP asymmetric scenarios (#5540),5540,[P/D] Performance enhancement of Layerwise connector in TP asymmetric scenarios,Performance,Include,Performance optimization
"Revert ""[BugFix][Fusion] Fix graph fusion failure problem (#5253)"" (#5253)",5253,"Revert ""[BugFix][Fusion] Fix graph fusion failure problem",Ignore,Ignore,Internal/CI/test change
[Bugfix] fix dcp_only bug and add e2e accuracy test for dcp only and pcp only (#5565),5565,[Bugfix] fix dcp_only bug and add e2e accuracy test for dcp only and pcp only,Ignore,Ignore,Internal/CI/test change
[Graph][Fusion] Add AddRMSNormSPPattern and AddRMSNormSPPatternWithBias (#5569),5569,[Graph][Fusion] Add AddRMSNormSPPattern and AddRMSNormSPPatternWithBias,Performance,Include,Operator fusion
[Feature] implement basic framework for batch invariant (#5517),5517,[Feature] implement basic framework for batch invariant,Features,Include,New feature
[Refactor] Cleanup platform (#5566),5566,[Refactor] Cleanup platform,Ignore,Ignore,Internal/CI/test change
[bugfix (pcp)] fix chunked prefill accurancy issue (#5647),5647,[bugfix (pcp)] fix chunked prefill accurancy issue,Highlights,Include,Major feature
[CI] Add DeepSeek-V3.2-W8A8 nightly ci test (#5371),5371,[CI] Add DeepSeek-V3.2-W8A8 nightly ci test,Highlights,Include,Model support
[Feature]EPLB:Adapt DispatchGmmCombineDecode operator to eplb tensor list and expert token numbers (#5552),5552,[Feature]EPLB:Adapt DispatchGmmCombineDecode operator to eplb tensor list and expert token numbers,Highlights,Include,Major feature
[Bugfix] Revert pr4214 multi-stream collect expert hotpot (#5529),5529,[Bugfix] Revert pr4214 multi-stream collect expert hotpot,Ignore,Ignore,Internal/CI/test change
[Bugfix]Add register_kv_cache in ucm_connector (#5657),5657,[Bugfix]Add register_kv_cache in ucm_connector,Highlights,Include,Major feature
[misc]Add Kimi-K2 series to CI model list (#5656),5656,[misc]Add Kimi-K2 series to CI model list,Highlights,Include,Model support
[CI] cleanup single/multi-card test (#5623),5623,[CI] cleanup single/multi-card test,Ignore,Ignore,Internal/CI/test change
[CI] Bump lm-eval version to v0.4.9.2 (#5655),5655,[CI] Bump lm-eval version to v0.4.9.2,Ignore,Ignore,Internal/CI/test change
[CI] Add workflow to cancel running workflows on PR close (#5646),5646,[CI] Add workflow to cancel running workflows on PR close,Ignore,Ignore,Internal/CI/test change
[Bugfix] fix resource are insufficient when pcp and piecewise (#5377),5377,[Bugfix] fix resource are insufficient when pcp and piecewise,Highlights,Include,Major feature
